"","...1","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue","dayDifference","month","week","year","day","weekday"
"5057",5057,530281,"35599D","PINK AND WHITE CHRISTMAS TREE 120CM",2,2010-11-02,2.95,"14527","United Kingdom",5.9,5477,"Nov",44,2010,2,"Tuesday"
"5058",5058,501862,"48188","DOOR MAT WELCOME PUPPIES",2,2010-03-21,7.49,"16326","United Kingdom",14.98,5703,"Mar",12,2010,21,"Sunday"
"5059",5059,497628,"37461","FUNKY MONKEY MUG",4,2010-02-11,1.25,"15005","United Kingdom",5,5741,"Feb",6,2010,11,"Thursday"
"5060",5060,502869,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",4,2010-03-28,0.55,"13113","United Kingdom",2.2,5696,"Mar",13,2010,28,"Sunday"
"5061",5061,502848,"85175","CACTI T-LIGHT CANDLES",2,2010-03-28,0.42,"15570","United Kingdom",0.84,5696,"Mar",13,2010,28,"Sunday"
"5062",5062,576251,"22822","CREAM WALL PLANTER HEART SHAPED",4,2011-11-14,5.95,"16207","United Kingdom",23.8,5100,"Nov",46,2011,14,"Monday"
"5063",5063,497043,"22297","HEART IVORY TRELLIS SMALL",24,2010-02-05,1.25,"15784","United Kingdom",30,5747,"Feb",6,2010,5,"Friday"
"5064",5064,512250,"46000M","POLYESTER FILLER PAD 45x45cm",1,2010-06-14,1.55,"16814","United Kingdom",1.55,5618,"Jun",24,2010,14,"Monday"
"5065",5065,522502,"22694","WICKER STAR",5,2010-09-15,2.1,"14530","United Kingdom",10.5,5525,"Sep",37,2010,15,"Wednesday"
"5066",5066,541241,"85006","SET 4 NURSERY DES ROUND BOXES",1,2011-01-16,2.95,"13782","United Kingdom",2.95,5402,"Jan",3,2011,16,"Sunday"
"5067",5067,546510,"22720","SET OF 3 CAKE TINS PANTRY DESIGN",6,2011-03-14,4.95,"16353","United Kingdom",29.7,5345,"Mar",11,2011,14,"Monday"
"5068",5068,528605,"22699","ROSES REGENCY TEACUP AND SAUCER",6,2010-10-22,2.95,"15865","United Kingdom",17.7,5488,"Oct",43,2010,22,"Friday"
"5069",5069,579141,"23571","TRADITIONAL NAUGHTS & CROSSES",1,2011-11-28,1.65,"17019","United Kingdom",1.65,5086,"Nov",48,2011,28,"Monday"
"5070",5070,548289,"21385","IVORY HANGING DECORATION  HEART",24,2011-03-30,0.85,"13988","United Kingdom",20.4,5329,"Mar",13,2011,30,"Wednesday"
"5071",5071,495178,"21389","IVORY HANGING DECORATION  BIRD",12,2010-01-21,0.85,"13735","United Kingdom",10.2,5762,"Jan",3,2010,21,"Thursday"
"5072",5072,560841,"79144B","PAINTED LIGHTBULB STAR+ MOON",24,2011-07-21,0.37,"14298","United Kingdom",8.88,5216,"Jul",29,2011,21,"Thursday"
"5073",5073,581578,"21918","SET 12 KIDS COLOUR  CHALK STICKS",24,2011-12-09,0.42,"12713","Germany",10.08,5075,"Dec",49,2011,9,"Friday"
"5074",5074,558382,"22604","SET OF 4 NAPKIN CHARMS CUTLERY",32,2011-06-28,2.1,"17997","United Kingdom",67.2,5239,"Jun",26,2011,28,"Tuesday"
"5075",5075,559330,"90214K","LETTER ""K"" BLING KEY RING",6,2011-07-07,1.25,"17696","United Kingdom",7.5,5230,"Jul",27,2011,7,"Thursday"
"5076",5076,516610,"22635","CHILDS BREAKFAST SET DOLLY GIRL",2,2010-07-21,9.95,"13615","United Kingdom",19.9,5581,"Jul",29,2010,21,"Wednesday"
"5077",5077,492178,"22309","TEA COSY RED  STRIPE",4,2009-12-15,2.55,"18168","United Kingdom",10.2,5799,"Dec",50,2009,15,"Tuesday"
"5078",5078,575136,"23243","SET OF TEA COFFEE SUGAR TINS PANTRY",4,2011-11-08,4.95,"15103","United Kingdom",19.8,5106,"Nov",45,2011,8,"Tuesday"
"5079",5079,557129,"22348","TEA BAG PLATE RED RETROSPOT",2,2011-06-16,0.85,"17841","United Kingdom",1.7,5251,"Jun",24,2011,16,"Thursday"
"5080",5080,557621,"22427","ENAMEL FLOWER JUG CREAM",3,2011-06-21,5.95,"12444","Norway",17.85,5246,"Jun",25,2011,21,"Tuesday"
"5081",5081,579087,"84879","ASSORTED COLOUR BIRD ORNAMENT",16,2011-11-28,1.69,"13914","United Kingdom",27.04,5086,"Nov",48,2011,28,"Monday"
"5082",5082,496201,"21931","JUMBO STORAGE BAG SUKI",5,2010-01-29,1.95,"15898","United Kingdom",9.75,5754,"Jan",5,2010,29,"Friday"
"5083",5083,507432,"22625","RED KITCHEN SCALES",1,2010-05-09,8.5,"16655","United Kingdom",8.5,5654,"May",19,2010,9,"Sunday"
"5084",5084,558876,"22551","PLASTERS IN TIN SPACEBOY",4,2011-07-04,1.65,"17841","United Kingdom",6.6,5233,"Jul",27,2011,4,"Monday"
"5085",5085,569651,"22427","ENAMEL FLOWER JUG CREAM",2,2011-10-05,5.95,"14534","United Kingdom",11.9,5140,"Oct",40,2011,5,"Wednesday"
"5086",5086,550446,"22423","REGENCY CAKESTAND 3 TIER",2,2011-04-18,12.75,"13871","United Kingdom",25.5,5310,"Apr",16,2011,18,"Monday"
"5087",5087,564355,"20969","RED FLORAL FELTCRAFT SHOULDER BAG",4,2011-08-24,3.75,"13507","United Kingdom",15,5182,"Aug",34,2011,24,"Wednesday"
"5088",5088,503543,"84509A","SET OF 4 ENGLISH ROSE PLACEMATS",1,2010-04-01,3.75,"17993","United Kingdom",3.75,5692,"Apr",13,2010,1,"Thursday"
"5089",5089,506865,"79160","HEART SHAPE WIRELESS DOORBELL",2,2010-05-04,2.1,"17841","United Kingdom",4.2,5659,"May",18,2010,4,"Tuesday"
"5090",5090,527536,"20679","EDWARDIAN PARASOL RED",2,2010-10-18,5.95,"14667","United Kingdom",11.9,5492,"Oct",42,2010,18,"Monday"
"5091",5091,571298,"23199","JUMBO BAG APPLES",300,2011-10-17,1.79,"15769","United Kingdom",537,5128,"Oct",42,2011,17,"Monday"
"5092",5092,538155,"22914","BLUE COAT RACK PARIS FASHION",1,2010-12-09,4.95,"16907","United Kingdom",4.95,5440,"Dec",49,2010,9,"Thursday"
"5093",5093,535967,"22301","COFFEE MUG CAT + BIRD DESIGN",12,2010-11-29,2.55,"14510","United Kingdom",30.6,5450,"Nov",48,2010,29,"Monday"
"5094",5094,544569,"22960","JAM MAKING SET WITH JARS",1,2011-02-21,4.25,"16980","United Kingdom",4.25,5366,"Feb",8,2011,21,"Monday"
"5095",5095,578233,"16225","RATTLE SNAKE EGGS",6,2011-11-23,1.25,"14049","United Kingdom",7.5,5091,"Nov",47,2011,23,"Wednesday"
"5096",5096,543411,"22920","HERB MARKER BASIL",12,2011-02-08,0.65,"12576","Poland",7.8,5379,"Feb",6,2011,8,"Tuesday"
"5097",5097,538009,"22788","BROCANTE COAT RACK",2,2010-12-09,9.95,"14911","EIRE",19.9,5440,"Dec",49,2010,9,"Thursday"
"5098",5098,565401,"85114B","IVORY ENCHANTED FOREST PLACEMAT",2,2011-09-02,1.65,"16686","United Kingdom",3.3,5173,"Sep",35,2011,2,"Friday"
"5099",5099,579301,"21327","SKULLS WRITING SET",5,2011-11-29,1.65,"18118","United Kingdom",8.25,5085,"Nov",48,2011,29,"Tuesday"
"5100",5100,492585,"22157","ANGEL DECORATION WITH LACE PADDED",6,2009-12-17,0.85,"14085","United Kingdom",5.1,5797,"Dec",51,2009,17,"Thursday"
"5101",5101,501658,"22236","CAKE STAND 3 TIER MAGIC GARDEN",1,2010-03-18,12.75,"15496","United Kingdom",12.75,5706,"Mar",11,2010,18,"Thursday"
"5102",5102,556468,"22645","CERAMIC HEART FAIRY CAKE MONEY BANK",4,2011-06-12,1.45,"14878","United Kingdom",5.8,5255,"Jun",24,2011,12,"Sunday"
"5103",5103,574310,"21981","PACK OF 12 WOODLAND TISSUES",4,2011-11-03,0.39,"13467","United Kingdom",1.56,5111,"Nov",44,2011,3,"Thursday"
"5104",5104,495349,"85130A","BEADED PEARL HEART WHITE LARGE",12,2010-01-24,1.65,"15641","United Kingdom",19.8,5759,"Jan",4,2010,24,"Sunday"
"5105",5105,506716,"21930","JUMBO STORAGE BAG SKULLS",1,2010-05-02,1.95,"17555","United Kingdom",1.95,5661,"May",18,2010,2,"Sunday"
"5106",5106,562922,"21365","MIRRORED WALL ART STARS",48,2011-08-10,0.75,"12594","Italy",36,5196,"Aug",32,2011,10,"Wednesday"
"5107",5107,553017,"21218","RED SPOTTY BISCUIT TIN",1,2011-05-12,3.75,"12757","Portugal",3.75,5286,"May",19,2011,12,"Thursday"
"5108",5108,542275,"22832","BROCANTE SHELF WITH HOOKS",2,2011-01-27,10.75,"13089","United Kingdom",21.5,5391,"Jan",4,2011,27,"Thursday"
"5109",5109,510659,"21733","RED HANGING HEART T-LIGHT HOLDER",1,2010-06-02,2.95,"16549","United Kingdom",2.95,5630,"Jun",22,2010,2,"Wednesday"
"5110",5110,560690,"22479","DAISY GARDEN MARKER",10,2011-07-20,1.25,"16807","United Kingdom",12.5,5217,"Jul",29,2011,20,"Wednesday"
"5111",5111,544040,"21181","PLEASE ONE PERSON METAL SIGN",1,2011-02-15,2.1,"14701","United Kingdom",2.1,5372,"Feb",7,2011,15,"Tuesday"
"5112",5112,492418,"17033","BROCADE PURSE,SMALL ARCH BUTTON",108,2009-12-16,0.29,"15498","United Kingdom",31.32,5798,"Dec",50,2009,16,"Wednesday"
"5113",5113,498719,"21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",36,2010-02-22,1.25,"13854","United Kingdom",45,5730,"Feb",8,2010,22,"Monday"
"5114",5114,500024,"84820","DANISH ROSE TRINKET TRAYS",2,2010-03-04,5.95,"13879","United Kingdom",11.9,5720,"Mar",9,2010,4,"Thursday"
"5115",5115,566408,"23298","SPOTTY BUNTING",5,2011-09-12,4.95,"16984","United Kingdom",24.75,5163,"Sep",37,2011,12,"Monday"
"5116",5116,524983,"22950","36 DOILIES VINTAGE CHRISTMAS",12,2010-10-01,1.45,"18266","United Kingdom",17.4,5509,"Oct",40,2010,1,"Friday"
"5117",5117,540453,"22024","RAINY LADIES BIRTHDAY CARD",12,2011-01-07,0.42,"13426","United Kingdom",5.04,5411,"Jan",1,2011,7,"Friday"
"5118",5118,493715,"20886","BOX OF 9 PEBBLE CANDLES",1,2010-01-05,1.95,"14954","United Kingdom",1.95,5778,"Jan",1,2010,5,"Tuesday"
"5119",5119,515884,"22173","METAL 4 HOOK HANGER FRENCH CHATEAU",1,2010-07-15,2.95,"16435","United Kingdom",2.95,5587,"Jul",28,2010,15,"Thursday"
"5120",5120,526913,"21733","RED HANGING HEART T-LIGHT HOLDER",32,2010-10-13,2.55,"17409","United Kingdom",81.6,5497,"Oct",41,2010,13,"Wednesday"
"5121",5121,529297,"22450","SILK PURSE BABUSHKA BLUE",2,2010-10-27,3.35,"16433","United Kingdom",6.7,5483,"Oct",43,2010,27,"Wednesday"
"5122",5122,555495,"23207","LUNCH BAG ALPHABET DESIGN",10,2011-06-03,1.65,"17068","United Kingdom",16.5,5264,"Jun",22,2011,3,"Friday"
"5123",5123,502468,"21174","POTTERING IN THE SHED METAL SIGN",12,2010-03-24,1.95,"16984","United Kingdom",23.4,5700,"Mar",12,2010,24,"Wednesday"
"5124",5124,505000,"21937","STRAWBERRY   PICNIC BAG",1,2010-04-19,2.95,"16470","United Kingdom",2.95,5674,"Apr",16,2010,19,"Monday"
"5125",5125,576249,"23489","VINTAGE BELLS GARLAND",10,2011-11-14,2.89,"17811","United Kingdom",28.9,5100,"Nov",46,2011,14,"Monday"
"5126",5126,561894,"47566","PARTY BUNTING",1,2011-07-31,4.95,"14456","United Kingdom",4.95,5206,"Jul",31,2011,31,"Sunday"
"5127",5127,497948,"21354","TOAST ITS - BEST MUM",24,2010-02-15,1.25,"13081","United Kingdom",30,5737,"Feb",7,2010,15,"Monday"
"5128",5128,570703,"22474","SPACEBOY TV DINNER TRAY",3,2011-10-12,4.95,"14911","EIRE",14.85,5133,"Oct",41,2011,12,"Wednesday"
"5129",5129,567853,"21900","KEY FOB , SHED",7,2011-09-22,0.65,"15484","United Kingdom",4.55,5153,"Sep",38,2011,22,"Thursday"
"5130",5130,534645,"22379","RECYCLING BAG RETROSPOT",2,2010-11-23,2.1,"15719","United Kingdom",4.2,5456,"Nov",47,2010,23,"Tuesday"
"5131",5131,578829,"23479","WIRE EGG BASKET",1,2011-11-25,7.85,"14710","United Kingdom",7.85,5089,"Nov",47,2011,25,"Friday"
"5132",5132,567165,"22896","PEG BAG APPLES DESIGN",1,2011-09-18,2.55,"17841","United Kingdom",2.55,5157,"Sep",38,2011,18,"Sunday"
"5133",5133,571442,"23284","DOORMAT KEEP CALM AND COME IN",2,2011-10-17,8.25,"17049","United Kingdom",16.5,5128,"Oct",42,2011,17,"Monday"
"5134",5134,549944,"21498","RED RETROSPOT WRAP",25,2011-04-13,0.42,"14262","United Kingdom",10.5,5315,"Apr",15,2011,13,"Wednesday"
"5135",5135,543996,"48187","DOORMAT NEW ENGLAND",2,2011-02-15,7.95,"15811","United Kingdom",15.9,5372,"Feb",7,2011,15,"Tuesday"
"5136",5136,527912,"85184C","S/4 VALENTINE DECOUPAGE HEART BOX",2,2010-10-19,2.95,"16919","United Kingdom",5.9,5491,"Oct",42,2010,19,"Tuesday"
"5137",5137,497398,"85197","SET OF 12 MINI BUNNIES IN A BUCKET",1,2010-02-09,2.1,"16436","United Kingdom",2.1,5743,"Feb",6,2010,9,"Tuesday"
"5138",5138,576609,"22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",1,2011-11-15,8.5,"15556","United Kingdom",8.5,5099,"Nov",46,2011,15,"Tuesday"
"5139",5139,569637,"22900","SET 2 TEA TOWELS I LOVE LONDON",6,2011-10-05,3.25,"15757","United Kingdom",19.5,5140,"Oct",40,2011,5,"Wednesday"
"5140",5140,513674,"22454","MEASURING TAPE RUSSIAN DOLL RED",6,2010-06-28,2.95,"16012","United Kingdom",17.7,5604,"Jun",26,2010,28,"Monday"
"5141",5141,574476,"16237","SLEEPING CAT ERASERS",2,2011-11-04,0.21,"17203","United Kingdom",0.42,5110,"Nov",44,2011,4,"Friday"
"5142",5142,516696,"21931","JUMBO STORAGE BAG SUKI",10,2010-07-22,1.95,"13564","United Kingdom",19.5,5580,"Jul",29,2010,22,"Thursday"
"5143",5143,519500,"22170","PICTURE FRAME WOOD TRIPLE PORTRAIT",1,2010-08-17,6.75,"16255","United Kingdom",6.75,5554,"Aug",33,2010,17,"Tuesday"
"5144",5144,576071,"23395","BELLE JARDINIERE CUSHION COVER",1,2011-11-13,3.75,"18069","United Kingdom",3.75,5101,"Nov",46,2011,13,"Sunday"
"5145",5145,577051,"17012F","ORIGAMI SANDLEWOOD INCENSE/CAND SET",1,2011-11-17,0.85,"14034","United Kingdom",0.85,5097,"Nov",46,2011,17,"Thursday"
"5146",5146,576932,"23355","HOT WATER BOTTLE KEEP CALM",2,2011-11-17,4.95,"15443","United Kingdom",9.9,5097,"Nov",46,2011,17,"Thursday"
"5147",5147,574691,"23061","VINTAGE EMBOSSED HEART",6,2011-11-06,1.25,"14174","United Kingdom",7.5,5108,"Nov",45,2011,6,"Sunday"
"5148",5148,532680,"21645","ASSORTED TUTTI FRUTTI ROUND BOX",2,2010-11-14,1.65,"15547","United Kingdom",3.3,5465,"Nov",46,2010,14,"Sunday"
"5149",5149,518895,"21892","TRADITIONAL WOODEN CATCH CUP GAME",12,2010-08-12,1.25,"15129","United Kingdom",15,5559,"Aug",32,2010,12,"Thursday"
"5150",5150,557021,"21498","RED RETROSPOT WRAP",25,2011-06-16,0.42,"17642","United Kingdom",10.5,5251,"Jun",24,2011,16,"Thursday"
"5151",5151,557247,"22630","DOLLY GIRL LUNCH BOX",12,2011-06-17,1.95,"12731","France",23.4,5250,"Jun",24,2011,17,"Friday"
"5152",5152,564436,"21629","SQUARE FLOOR CUSHION VINTAGE RED",2,2011-08-25,7.95,"17841","United Kingdom",15.9,5181,"Aug",34,2011,25,"Thursday"
"5153",5153,575612,"22633","HAND WARMER UNION JACK",12,2011-11-10,2.1,"17416","United Kingdom",25.2,5104,"Nov",45,2011,10,"Thursday"
"5154",5154,538093,"22948","METAL DECORATION NAUGHTY CHILDREN",24,2010-12-09,0.85,"12682","France",20.4,5440,"Dec",49,2010,9,"Thursday"
"5155",5155,569716,"22778","GLASS CLOCHE SMALL",2,2011-10-06,0,"15804","United Kingdom",0,5139,"Oct",40,2011,6,"Thursday"
"5156",5156,575647,"22554","PLASTERS IN TIN WOODLAND ANIMALS",6,2011-11-10,1.65,"16440","United Kingdom",9.9,5104,"Nov",45,2011,10,"Thursday"
"5157",5157,562772,"22472","TV DINNER TRAY DOLLY GIRL",1,2011-08-09,4.95,"13097","United Kingdom",4.95,5197,"Aug",32,2011,9,"Tuesday"
"5158",5158,516185,"21621","VINTAGE UNION JACK BUNTING",2,2010-07-18,8.5,"14546","United Kingdom",17,5584,"Jul",29,2010,18,"Sunday"
"5159",5159,538504,"22694","WICKER STAR",4,2010-12-12,2.1,"16011","United Kingdom",8.4,5437,"Dec",50,2010,12,"Sunday"
"5160",5160,550701,"21181","PLEASE ONE PERSON METAL SIGN",12,2011-04-20,2.1,"14905","United Kingdom",25.2,5308,"Apr",16,2011,20,"Wednesday"
"5161",5161,509390,"20967","GREY FLORAL FELTCRAFT SHOULDER BAG",1,2010-05-21,3.75,"17898","United Kingdom",3.75,5642,"May",21,2010,21,"Friday"
"5162",5162,523196,"79321","CHILLI LIGHTS",4,2010-09-21,4.95,"17726","United Kingdom",19.8,5519,"Sep",38,2010,21,"Tuesday"
"5163",5163,552950,"84637","KITCHEN FLOWER POTS WALL PLAQUE",3,2011-05-12,5.95,"16116","United Kingdom",17.85,5286,"May",19,2011,12,"Thursday"
"5164",5164,562551,"90016B","GOLD/M.O.P PENDANT ORBIT NECKLACE",1,2011-08-05,8.5,"17231","United Kingdom",8.5,5201,"Aug",31,2011,5,"Friday"
"5165",5165,525059,"22949","36 DOILIES DOLLY GIRL",12,2010-10-03,1.45,"15978","United Kingdom",17.4,5507,"Oct",40,2010,3,"Sunday"
"5166",5166,494661,"21326","AGED GLASS SILVER T-LIGHT HOLDER",12,2010-01-17,0.65,"13634","United Kingdom",7.8,5766,"Jan",3,2010,17,"Sunday"
"5167",5167,540543,"20984","12 PENCILS TALL TUBE POSY",6,2011-01-09,0.85,"14395","United Kingdom",5.1,5409,"Jan",2,2011,9,"Sunday"
"5168",5168,577794,"22030","SWALLOWS GREETING CARD",24,2011-11-21,0.42,"14030","United Kingdom",10.08,5093,"Nov",47,2011,21,"Monday"
"5169",5169,554992,"22754","SMALL RED BABUSHKA NOTEBOOK",1,2011-05-29,0.85,"16686","United Kingdom",0.85,5269,"May",22,2011,29,"Sunday"
"5170",5170,552039,"20679","EDWARDIAN PARASOL RED",3,2011-05-06,5.95,"13081","United Kingdom",17.85,5292,"May",18,2011,6,"Friday"
"5171",5171,576077,"23041","PAPER LANTERN 9 POINT SNOW STAR",1,2011-11-13,4.15,"16720","United Kingdom",4.15,5101,"Nov",46,2011,13,"Sunday"
"5172",5172,547052,"20731","POSY CANDY BAG",2,2011-03-20,1.25,"18225","United Kingdom",2.5,5339,"Mar",12,2011,20,"Sunday"
"5173",5173,499476,"79323B","BLACK CHERRY LIGHTS",2,2010-02-28,6.75,"17969","United Kingdom",13.5,5724,"Feb",9,2010,28,"Sunday"
"5174",5174,563907,"84976","RECTANGULAR SHAPED MIRROR",12,2011-08-21,0.79,"14733","United Kingdom",9.48,5185,"Aug",34,2011,21,"Sunday"
"5175",5175,578255,"23084","RABBIT NIGHT LIGHT",6,2011-11-23,2.08,"14675","United Kingdom",12.48,5091,"Nov",47,2011,23,"Wednesday"
"5176",5176,544664,"22699","ROSES REGENCY TEACUP AND SAUCER",6,2011-02-22,2.95,"16045","United Kingdom",17.7,5365,"Feb",8,2011,22,"Tuesday"
"5177",5177,511101,"22227","DECORATION, HANGING HEART+MIRROR",24,2010-06-07,0.65,"14221","United Kingdom",15.6,5625,"Jun",23,2010,7,"Monday"
"5178",5178,508840,"22487","WHITE WOOD GARDEN PLANT LADDER",1,2010-05-18,9.95,"14744","United Kingdom",9.95,5645,"May",20,2010,18,"Tuesday"
"5179",5179,553913,"22509","SEWING BOX RETROSPOT DESIGN",1,2011-05-19,16.95,"18109","United Kingdom",16.95,5279,"May",20,2011,19,"Thursday"
"5180",5180,548330,"21931","JUMBO STORAGE BAG SUKI",6,2011-03-30,2.08,"14810","United Kingdom",12.48,5329,"Mar",13,2011,30,"Wednesday"
"5181",5181,537396,"22075","6 RIBBONS ELEGANT CHRISTMAS",1,2010-12-06,1.65,"17223","United Kingdom",1.65,5443,"Dec",49,2010,6,"Monday"
"5182",5182,553522,"21033","JUMBO BAG CHARLIE AND LOLA TOYS",2,2011-05-17,2.08,"15005","United Kingdom",4.16,5281,"May",20,2011,17,"Tuesday"
"5183",5183,524726,"21891","TRADITIONAL WOODEN SKIPPING ROPE",12,2010-09-30,1.25,"15736","United Kingdom",15,5510,"Sep",39,2010,30,"Thursday"
"5184",5184,536072,"22367","CHILDRENS APRON SPACEBOY DESIGN",1,2010-11-30,1.95,"17811","United Kingdom",1.95,5449,"Nov",48,2010,30,"Tuesday"
"5185",5185,508759,"37448","CERAMIC CAKE DESIGN SPOTTED MUG",3,2010-05-18,1.49,"14680","United Kingdom",4.47,5645,"May",20,2010,18,"Tuesday"
"5186",5186,528595,"22377","BOTTLE BAG RETROSPOT",5,2010-10-22,2.1,"15067","United Kingdom",10.5,5488,"Oct",43,2010,22,"Friday"
"5187",5187,537624,"22211","WOOD STAMP SET FLOWERS",1,2010-12-07,1.65,"12748","United Kingdom",1.65,5442,"Dec",49,2010,7,"Tuesday"
"5188",5188,570455,"20992","JAZZ HEARTS PURSE NOTEBOOK",1,2011-10-10,0.39,"14529","United Kingdom",0.39,5135,"Oct",41,2011,10,"Monday"
"5189",5189,550452,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2011-04-18,2.55,"14525","United Kingdom",163.2,5310,"Apr",16,2011,18,"Monday"
"5190",5190,537144,"82551","LAUNDRY 15C METAL SIGN",1,2010-12-05,1.45,"15880","United Kingdom",1.45,5444,"Dec",49,2010,5,"Sunday"
"5191",5191,496873,"79323LP","LIGHT PINK CHERRY LIGHTS",3,2010-02-04,6.75,"14040","United Kingdom",20.25,5748,"Feb",5,2010,4,"Thursday"
"5192",5192,579404,"22621","TRADITIONAL KNITTING NANCY",12,2011-11-29,1.65,"14126","United Kingdom",19.8,5085,"Nov",48,2011,29,"Tuesday"
"5193",5193,526208,"22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",4,2010-10-10,2.95,"15418","United Kingdom",11.8,5500,"Oct",41,2010,10,"Sunday"
"5194",5194,530434,"21592","RETROSPOT CIGAR BOX MATCHES",144,2010-11-03,1.06,"17511","United Kingdom",152.64,5476,"Nov",44,2010,3,"Wednesday"
"5195",5195,564950,"22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,2011-08-31,4.95,"17320","United Kingdom",14.85,5175,"Aug",35,2011,31,"Wednesday"
"5196",5196,538518,"22087","PAPER BUNTING WHITE LACE",2,2010-12-12,2.95,"14505","United Kingdom",5.9,5437,"Dec",50,2010,12,"Sunday"
"5197",5197,529936,"22633","HAND WARMER UNION JACK",1,2010-10-31,2.1,"17085","United Kingdom",2.1,5479,"Oct",44,2010,31,"Sunday"
"5198",5198,562340,"23256","CHILDRENS CUTLERY SPACEBOY",4,2011-08-04,4.15,"13985","United Kingdom",16.6,5202,"Aug",31,2011,4,"Thursday"
"5199",5199,501507,"21901","KEY FOB , BACK DOOR",3,2010-03-17,0.65,"14662","United Kingdom",1.95,5707,"Mar",11,2010,17,"Wednesday"
"5200",5200,556960,"22844","VINTAGE CREAM DOG FOOD CONTAINER",2,2011-06-16,8.5,"14844","United Kingdom",17,5251,"Jun",24,2011,16,"Thursday"
"5201",5201,560824,"22752","SET 7 BABUSHKA NESTING BOXES",1,2011-07-21,8.5,"17935","United Kingdom",8.5,5216,"Jul",29,2011,21,"Thursday"
"5202",5202,566290,"22386","JUMBO BAG PINK POLKADOT",1,2011-09-11,2.08,"14456","United Kingdom",2.08,5164,"Sep",37,2011,11,"Sunday"
"5203",5203,518771,"35970","ZINC FOLKART SLEIGH BELLS",2,2010-08-11,1.69,"14736","United Kingdom",3.38,5560,"Aug",32,2010,11,"Wednesday"
"5204",5204,553173,"21257","VICTORIAN SEWING BOX MEDIUM",1,2011-05-13,7.95,"17400","United Kingdom",7.95,5285,"May",19,2011,13,"Friday"
"5205",5205,549250,"21586","KINGS CHOICE GIANT TUBE MATCHES",1,2011-04-07,2.55,"14446","United Kingdom",2.55,5321,"Apr",14,2011,7,"Thursday"
"5206",5206,547924,"22957","SET 3 PAPER VINTAGE CHICK PAPER EGG",6,2011-03-28,2.95,"17749","United Kingdom",17.7,5331,"Mar",13,2011,28,"Monday"
"5207",5207,513053,"79000","MOROCCAN TEA GLASS",12,2010-06-21,0.85,"16062","United Kingdom",10.2,5611,"Jun",25,2010,21,"Monday"
"5208",5208,539211,"22588","CARD HOLDER GINGHAM HEART",3,2010-12-16,2.55,"16743","United Kingdom",7.65,5433,"Dec",50,2010,16,"Thursday"
"5209",5209,580734,"23582","VINTAGE DOILY JUMBO BAG RED",20,2011-12-06,2.08,"12766","Portugal",41.6,5078,"Dec",49,2011,6,"Tuesday"
"5210",5210,518227,"22556","PLASTERS IN TIN CIRCUS PARADE",1,2010-08-05,1.65,"15271","United Kingdom",1.65,5566,"Aug",31,2010,5,"Thursday"
"5211",5211,569870,"23205","CHARLOTTE BAG VINTAGE ALPHABET",3,2011-10-06,0.85,"12757","Portugal",2.55,5139,"Oct",40,2011,6,"Thursday"
"5212",5212,560888,"23342","MINT DINER WALL CLOCK",2,2011-07-21,8.5,"15380","United Kingdom",17,5216,"Jul",29,2011,21,"Thursday"
"5213",5213,509408,"82551","LAUNDRY 15C METAL SIGN",24,2010-05-23,1.25,"16290","United Kingdom",30,5640,"May",21,2010,23,"Sunday"
"5214",5214,507391,"21179","NO JUNK MAIL METAL SIGN",1,2010-05-09,1.25,"14044","United Kingdom",1.25,5654,"May",19,2010,9,"Sunday"
"5215",5215,560539,"82578","KITCHEN METAL SIGN",25,2011-07-19,0.55,"16745","United Kingdom",13.75,5218,"Jul",29,2011,19,"Tuesday"
"5216",5216,498463,"85206B","PINK FELT EASTER EGG BASKET",6,2010-02-19,1.65,"13769","United Kingdom",9.9,5733,"Feb",8,2010,19,"Friday"
"5217",5217,559671,"22844","VINTAGE CREAM DOG FOOD CONTAINER",1,2011-07-11,8.5,"17811","United Kingdom",8.5,5226,"Jul",28,2011,11,"Monday"
"5218",5218,558115,"23251","VINTAGE RED ENAMEL TRIM MUG",12,2011-06-27,1.25,"16003","United Kingdom",15,5240,"Jun",26,2011,27,"Monday"
"5219",5219,509759,"20726","LUNCH BAG WOODLAND",10,2010-05-25,1.65,"14930","Channel Islands",16.5,5638,"May",21,2010,25,"Tuesday"
"5220",5220,519610,"21651","HANGING GLASS ETCHED TEALIGHT",6,2010-08-18,1.65,"15494","United Kingdom",9.9,5553,"Aug",33,2010,18,"Wednesday"
"5221",5221,530085,"20717","STRAWBERRY SHOPPER BAG",1,2010-11-01,1.25,"17315","United Kingdom",1.25,5478,"Nov",44,2010,1,"Monday"
